"","parameter","word","ipa","description","alternative","source_raw","source_bibtex","comment"
"258","fZS","apaylen (suzer̃len) piyez",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"259","fZD","apaylen (suzer̃len) nɩlɩz",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"260","fyZD","suzer̃len nɩlɩz",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"261","fFZD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"262","fFBD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"263","fFBeS","agay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"264","fFBeS","dʸdʸay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"265","fFZeS","agay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"266","fFZeS","dʸdʸay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"267","fMBS","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"268","fH","kar̃t",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"269","fH","kuzpal",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"270","fW","kɩšno",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"271","fW","kuzpal",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"272","fSWF","kudo",NA,NA,NA,"UR14","karpova_udmurt_2015","svat is Russian loan"
"273","fFeBD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"274","fFyBD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"275","fFeZD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"276","fFyZD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"277","fMeBS","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"278","fMyBS","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"279","fFBeD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"280","fFByD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"281","fFZeD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"282","fFZyD","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"283","fMBeS","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"284","fMByS","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"285","myB","vɩn",NA,NA,NA,"UR14","karpova_udmurt_2015","younger brother; it is not used in all dialects"
"286","meB","agay",NA,NA,NA,"UR14","karpova_udmurt_2015","elder brother"
"287","myZ","suzer̃",NA,NA,NA,"UR14","karpova_udmurt_2015","younger sister"
"288","meZ","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","elder sister; in some dialects apa 'elder sister; aunt'"
"289","mP","mumɩ-bubɩ",NA,NA,NA,"UR14","karpova_udmurt_2015","mumɩ-bubɩ is used mostly in middle dialects"
"290","mM","mumɩ",NA,NA,NA,"UR14","karpova_udmurt_2015","also has meaning female animal e.g. mumi puni 'female dog', it is not used when adressing"
"291","mC","nɩlpi",NA,NA,NA,"UR14","karpova_udmurt_2015","a child in southern dialects"
"292","mC","pinal",NA,NA,NA,"UR14","karpova_udmurt_2015","a child in middle and northern dialects"
"293","mPP","peresʸ anay-atay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"294","mMF","čužatay",NA,NA,NA,"UR14","karpova_udmurt_2015","relatives from mother's side have the first component čuž- which, I think, is relevent to Komi word čʸužnɩ 'to birth'"
"295","mDD","nɩlɩzlen nɩlɩz",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"296","mFZ","apay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"297","mMB","čužmurt",NA,NA,NA,"UR14","karpova_udmurt_2015","relatives from mother's side have the first component čuž- which, I think, is relevent to Komi word čʸužnɩ 'to birth'"
"298","mMZ","čužapay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"299","mMZ","čužapa",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"300","mMZ","čužaka",NA,NA,NA,"UR14","",""
"301","mMBD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"302","mMZD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"303","mE","kuzpaljos",NA,NA,NA,"UR14","karpova_udmurt_2015","for both in plural form"
"304","mHF","aymurt",NA,NA,NA,"UR14","karpova_udmurt_2015","the form like atay-zɩ means father-PX3PL lit. 'their father' , the 3PL became lexicalized here. The same thing happens with the husband's mother. Also , ayɩmurt, atayzɩ, dʸadʸayzɩ"
"305","mHM","anayzɩ",NA,NA,NA,"UR14","karpova_udmurt_2015","Also  memeyzɩ, nenezɩ"
"306","mWF","var̃may",NA,NA,NA,"UR14","karpova_udmurt_2015","Also var̃matay, var̃mayɩ"
"307","mWM","var̃mumɩ",NA,NA,NA,"UR14","karpova_udmurt_2015","Also var̃manay, var̃nene"
"308","mMH(notF)","sʸuratay",NA,NA,NA,"UR14","karpova_udmurt_2015","Also sʸurbubɩ"
"309","mMeBD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"310","mMyBD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"311","mMeZD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"312","mMyZD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"313","mMBeD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"314","mMByD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"315","mMZeD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"316","mMZyD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"317","fyB","vɩn",NA,NA,NA,"UR14","karpova_udmurt_2015","younger brother; it is not used in all dialects"
"318","feB","agay",NA,NA,NA,"UR14","karpova_udmurt_2015","elder brother"
"319","fyZ","suzer̃",NA,NA,NA,"UR14","karpova_udmurt_2015","younger sister"
"320","feZ","apay",NA,NA,NA,"UR14","karpova_udmurt_2015","elder sister; in some dialects apa 'elder sister; aunt'"
"321","fP","mumɩ-bubɩ",NA,NA,NA,"UR14","karpova_udmurt_2015","mumɩ-bubɩ is used mostly in middle dialects"
"322","fM","mumɩ",NA,NA,NA,"UR14","karpova_udmurt_2015","also has meaning female animal e.g. mumi puni 'female dog', it is not used when adressing"
"323","fC","nɩlpi",NA,NA,NA,"UR14","karpova_udmurt_2015","a child in southern dialects"
"324","fC","pinal",NA,NA,NA,"UR14","karpova_udmurt_2015","a child in middle and northern dialects"
"325","fPP","peresʸ anay-atay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"326","fMF","čužatay",NA,NA,NA,"UR14","karpova_udmurt_2015","relatives from mother's side have the first component čuž- which, I think, is relevent to Komi word čʸužnɩ 'to birth'"
"327","fDD","nɩlɩzlen nɩlɩz",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"328","fFZ","apay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"329","fMB","čužmurt",NA,NA,NA,"UR14","karpova_udmurt_2015","relatives from mother's side have the first component čuž- which, I think, is relevent to Komi word čʸužnɩ 'to birth'"
"330","fMZ","čužapay",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"331","fMZ","čužapa",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"332","fMZ","čužaka",NA,NA,NA,"UR15","karpova_udmurt_2015",""
"333","fMBD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"334","fMZD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015",""
"335","fE","kuzpaljos",NA,NA,NA,"UR14","karpova_udmurt_2015","for both in plural form"
"336","fHM","anayzɩ",NA,NA,NA,"UR14","karpova_udmurt_2015","Also  memeyzɩ, nenezɩ"
"337","fWF","var̃may",NA,NA,NA,"UR14","karpova_udmurt_2015","Also var̃matay, var̃mayɩ"
"338","fWM","var̃mumɩ",NA,NA,NA,"UR14","karpova_udmurt_2015","Also var̃manay, var̃nene"
"339","fMH(notF)","sʸuratay",NA,NA,NA,"UR14","karpova_udmurt_2015","Also sʸurbubɩ"
"340","fMeBD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"341","fMyBD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"342","fMeZD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"343","fMyZD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"344","fMBeD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"345","fMByD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"346","fMZeD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
"347","fMZyD","čužodig",NA,NA,NA,"UR14","karpova_udmurt_2015","Inferred;"
